Car Name,Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Description
Mercedes-Benz Classe E e220,77 000 DT,330 000 km,2011,Traction,Automatique,9 cv,Diesel,Tunis,"Berline, 9 cv, transmission Traction"
Volkswagen Golf 8 R-Line,145 000 DT,40 000 km,2021,Traction,Automatique,8 cv,Essence,Tunis,"Citadine, 8 cv, transmission Traction"
Mercedes-Benz Classe C AMG,240 000 DT,16 000 km,2023,Traction,Automatique,9 cv,Essence,Tunis,"Berline, 9 cv, transmission Traction"
Dodge RAM Rumble bee,Non dédouané                    212 000 DT,65 000 km,2019,Traction,Automatique,18 cv,Essence,Tunis,"SUV/4x4, 18 cv, transmission Traction"
Mercedes-Benz CLA,81 000 DT,163 000 km,2014,Traction,Automatique,7 cv,Essence,Tunis,"Citadine, 7 cv, transmission Traction"
Haval H2 Luxury,69 000 DT,40 000 km,2019,Traction,Automatique,9 cv,Essence,Tunis,"SUV/4x4, 9 cv, transmission Traction"
Haval H6 Luxury,86 000 DT,32 000 km,2019,Traction,Automatique,9 cv,Essence,Tunis,"SUV/4x4, 9 cv, transmission Traction"
Mercedes-Benz CLA AMG,169 000 DT,30 000 km,2021,Traction,Automatique,7 cv,Essence,Tunis,Première Main
Mercedes-Benz Classe A 180d,98 000 DT,50 000 km,2019,Traction,Automatique,6 cv,Diesel,Tunis,242tu
Volkswagen Golf 7,74 000 DT,64 000 km,2019,Traction,Automatique,6 cv,Essence,Tunis,Première Main
Audi A3 Sportback S-Line,95 000 DT,70 000 km,2019,Traction,Automatique,7 cv,Essence,Tunis,Première Main
Mercedes-Benz Classe C AMG,205 000 DT,40 000 km,2022,Traction,Automatique,9 cv,Essence,Tunis,"Berline, 9 cv, transmission Traction"
DS 7 Crossback Grand Chic,105 000 DT,140 000 km,2021,Traction,Automatique,10 cv,Essence,Tunis,"SUV/4x4, 10 cv, transmission Traction"
Mercedes-Benz Classe C AMG,Sous leasing                    264 200 DT,50 000 km,2022,Traction,Automatique,9 cv,Essence,Tunis,"Berline, 9 cv, transmission Traction"
Mercedes-Benz CLA 220,79 000 DT,240 000 km,2013,Traction,Automatique,9 cv,Diesel,Tunis,"Citadine, 9 cv, transmission Traction"
BMW X6 Pack M,110 000 DT,270 000 km,2008,Traction,Automatique,15 cv,Diesel,Tunis,"SUV/4x4, 15 cv, transmission Traction"
Audi A5 Cabriolet S-line,59 000 DT,120 000 km,2010,Traction,Automatique,10 cv,Essence,Tunis,"Cabriolet, 10 cv, transmission Traction"
Seat Leon Style,73 000 DT,65 000 km,2020,Traction,Manuelle,6 cv,Essence,Tunis,Première Main
Citroën Berlingo Utilitaire,37 500 DT,170 000 km,2018,Traction,Manuelle,5 cv,Diesel,Tunis,Première Main
KIA Sportage,143 000 DT,23 000 km,2022,Traction,Automatique,10 cv,Essence,Tunis,"SUV/4x4, 10 cv, transmission Traction"
Volkswagen Golf 7,64 000 DT,180 000 km,2019,Traction,Automatique,5 cv,Essence,Tunis,"Citadine, 5 cv, transmission Traction"
Mercedes-Benz Classe S Executive,78 000 DT,170 000 km,2008,Traction,Automatique,19 cv,Essence,Tunis,Première Main
Volkswagen Tiguan Confortline,128 000 DT,33 000 km,2020,Traction,Automatique,8 cv,Essence,Tunis,238Tu
Volkswagen Golf 7 R-Line,80 000 DT,130 000 km,2018,Traction,Manuelle,6 cv,Essence,Tunis,"Citadine, 6 cv, transmission Traction"
Hyundai Kona,79 000 DT,30 000 km,2021,Traction,Manuelle,6 cv,Hybride,Tunis,"SUV/4x4, 6 cv, transmission Traction"
Seat Leon FR,Sous leasing                    122 800 DT,70 000 km,2022,Traction,Automatique,8 cv,Essence,Tunis,"Première Main
Prix comptant 106Mille dinars"
Hyundai Grand i10,53 000 DT,30 000 km,2022,Traction,Manuelle,5 cv,Essence,Tunis,Première Main
Peugeot 2008 GT_LINE,92 000 DT,30 000 km,2021,Traction,Manuelle,7 cv,Essence,Tunis,"Première Main
241Tu"
Mercedes-Benz Classe C coupé AMG,179 000 DT,40 000 km,2019,Traction,Automatique,9 cv,Essence,Tunis,"Coupé, 9 cv, transmission Traction, Accoudoir avant, Accoudoir arrière, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges sport, Sièges chauffants, Sièges massants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
KIA Sportage GT-Line,119 000 DT,120 000 km,2021,Traction,Automatique,6 cv,Hybride,Tunis,239Tu
BMW Série 3 318i,88 000 DT,117 000 km,2017,Traction,Automatique,7 cv,Essence,Tunis,"Berline, 7 cv, transmission Traction"
Chery Tiggo 2 Confort,43 500 DT,60 000 km,2020,Traction,Manuelle,6 cv,Essence,Tunis,"SUV/4x4, 6 cv, transmission Traction"
Haval Jolion,87 000 DT,40 000 km,2022,Traction,Automatique,9 cv,Essence,Tunis,Première Main
Mercedes-Benz Classe C AMG,208 000 DT,40 000 km,2022,Traction,Automatique,9 cv,Essence,Tunis,"Berline, 9 cv, transmission Traction"
Hyundai Grand i10,53 000 DT,54 000 km,2021,Traction,Automatique,5 cv,Essence,Tunis,"Citadine, 5 cv, transmission Traction"
Seat Ibiza FR,68 000 DT,100 000 km,2020,Traction,Automatique,6 cv,Essence,Tunis,"Citadine, 6 cv, transmission Traction"
Mercedes-Benz CLA AMG,169 000 DT,20 000 km,2020,Traction,Automatique,7 cv,Essence,Tunis,"Citadine, 7 cv, transmission Traction"
Seat Ibiza FR,67 000 DT,50 000 km,2020,Traction,Manuelle,6 cv,Essence,Tunis,Première Main
Mercedes-Benz GLA AMG,113 000 DT,74 000 km,2016,Traction,Automatique,8 cv,Essence,Tunis,"SUV/4x4, 8 cv, transmission Traction"
Mercedes-Benz Classe C AMG,115 000 DT,170 000 km,2014,Traction,Automatique,9 cv,Essence,Tunis,"Berline, 9 cv, transmission Traction"
Audi Q3 Sportback,188 000 DT,10 000 km,2021,Traction,Automatique,8 cv,Essence,Tunis,Première Main
Audi Q5,215 000 DT,100 000 km,2018,Traction,Automatique,11 cv,Diesel,Tunis,"SUV/4x4, 11 cv, transmission Traction"
Volkswagen Golf 8 R-Line,125 000 DT,70 000 km,2021,Traction,Automatique,8 cv,Essence,Tunis,Première Main
Peugeot 3008 GT-line,77 000 DT,260 000 km,2017,Traction,Automatique,9 cv,Essence,Tunis,"9cv essence
Keyless-go
Full LED
Boîte automatique
Détecteur d'angle mort
Détecteur de collusion
Car play
Digital cockpit
Chargeur sans fil
Rétroviseurs rabattables
Jantes alliages
Caméra de recule
Hayon électrique avec virtual pedal....."
Land Rover Range Rover Velar R-Dynamic,Non dédouané                    350 000 DT,100 000 km,2019,Traction,Automatique,19 cv,Diesel,Tunis,"19cv V6 diesel
Full LED
Toit panoramique ouvrant
Digital cockpit
Night package
Marche pieds
Keyless-go
Détecteur de pluie et d'obscurité
Volant cuir multifonctions
Boîte automatique avec palette au volant
Meridian sound system
Sièges électriques chauffants ventilées
Hayon électrique
Lumière d'ambiance
Écran tactile
Caméra de recule
Rétroviseurs rabattables avec détecteur d'angle mort.."
Porsche Panamera PLATINUM édition,255 000 DT,100 000 km,2014,Traction,Automatique,20 cv,Essence,Tunis,241TU
Land Rover Range Rover Velar R-Dynamic,295 000 DT,90 000 km,2020,Traction,Automatique,11 cv,Essence,Tunis,Première Main
Dongfeng Forthing T5 EVO,Sous leasing                    182 900 DT,4 000 km,2023,Traction,Automatique,9 cv,Essence,Tunis,Première main
Chery Tiggo 3 Confort,47 000 DT,75 000 km,2018,Traction,Manuelle,8 cv,Essence,Tunis,"SUV/4x4, 8 cv, transmission Traction"
Audi Q3,85 000 DT,77 000 km,2017,Traction,Automatique,7 cv,Essence,Tunis,"SUV/4x4, 7 cv, transmission Traction"
Renault Kadjar Intens,66 000 DT,150 000 km,2018,Traction,Automatique,7 cv,Essence,Tunis,"SUV/4x4, 7 cv, transmission Traction"
Volkswagen Golf 8 R-Line,155 000 DT,40 000 km,2021,Traction,Automatique,8 cv,Essence,Tunis,Première Main
Mercedes-Benz Classe C AMG,205 000 DT,35 000 km,2020,Propulsion,Automatique,6 cv,Hybride,Tunis,"Berline, 6 cv, transmission Propulsion"
Volkswagen Golf 7 Join,80 000 DT,120 000 km,2019,Traction,Automatique,6 cv,Essence,Tunis,"231TU
Première Main"
BMW Série 4 Gran Coupé Luxury,99 000 DT,100 000 km,2018,Traction,Automatique,7 cv,Essence,Tunis,Première Main
Hyundai Tucson,161 000 DT,24 000 km,2023,Traction,Automatique,10 cv,Essence,Tunis,"Première Main
71 779 520"
BMW Série 1 Pack sport,92 000 DT,70 000 km,2020,Traction,Automatique,7 cv,Essence,Tunis,Première Main
Fiat Panda City Cross,45 000 DT,20 000 km,2022,Traction,Manuelle,4 cv,Essence,Tunis,Première Main
BMW Série 4 Gran Coupé 418 PACK M,125 000 DT,110 000 km,2017,Traction,Automatique,7 cv,Essence,Tunis,"Citadine, 7 cv, transmission Traction"
Mercedes-Benz Classe E AMG,77 000 DT,135 000 km,2011,Traction,Automatique,10 cv,Essence,Tunis,"Citadine, 10 cv, transmission Traction"
Mercedes-Benz Classe C AMG,215 000 DT,80 000 km,2022,Traction,Automatique,9 cv,Essence,Tunis,"Citadine, 9 cv, transmission Traction"
Dongfeng SX3,65 000 DT,30 000 km,2021,Traction,Manuelle,7 cv,Essence,Tunis,Première Main
Volkswagen Golf 8 United,128 000 DT,16 000 km,2021,Traction,Manuelle,6 cv,Essence,Tunis,"Citadine, 6 cv, transmission Traction"
Mercedes-Benz Classe A AMG,172 000 DT,15 000 km,2022,Traction,Automatique,8 cv,Essence,Tunis,"Citadine, 8 cv, transmission Traction"
Mercedes-Benz Classe C AMG,148 000 DT,80 000 km,2019,Traction,Automatique,9 cv,Diesel,Tunis,"Citadine, 9 cv, transmission Traction"
MG GS Luxe,62 000 DT,115 000 km,2017,Traction,Automatique,9 cv,Essence,Tunis,Première Main
Mitsubishi ASX 4WD,Sous leasing                    122 800 DT,55 000 km,2021,Traction,Automatique,9 cv,Essence,Tunis,Première Main
Land Rover Discovery,126 000 DT,130 000 km,2017,Traction,Automatique,8 cv,Diesel,Tunis,"SUV/4x4, 8 cv, transmission Traction"
Audi A5 Sportback,185 000 DT,70 000 km,2021,Traction,Automatique,8 cv,Essence,Tunis,Première Main
BMW Série 7 Individuel,45 000 DT,300 000 km,2008,Traction,Automatique,22 cv,Essence,Tunis,"Berline, 22 cv, transmission Traction"
Land Rover Range Rover Sport,245 000 DT,160 000 km,2014,Traction,Automatique,15 cv,Diesel,Tunis,"SUV/4x4, 15 cv, transmission Traction"
BMW Série 4 Coupé,110 000 DT,78 000 km,2017,Traction,Automatique,7 cv,Essence,Tunis,"Première Main
serie 200TU"
MG GS Luxe Plus,61 000 DT,100 000 km,2017,Traction,Automatique,13 cv,Essence,Tunis,Première Main
Land Rover Discovery Sport,118 000 DT,94 000 km,2016,Traction,Automatique,8 cv,Diesel,Tunis,serie TU 227
Volkswagen Amarok AWD,87 000 DT,180 000 km,2016,Intégrale,Manuelle,7 cv,Diesel,Tunis,"ntérieur tissu
Double pont
Blocage de différentiel
Volant multifonctions cuir
Climatronic Bi-zone
Jantes alliages
Marche pieds
Connectivités USB/AUX/BLUETOOTH"
BMW Série 7 740I FACE-LIFT,55 000 DT,220 000 km,2008,Traction,Automatique,22 cv,Essence,Tunis,"- 01/2008
- 22cv essence
- 200MKM
- Toit ouvrant
- Bi-xenon directionnel
- Double vitrage
- Soft close
- Rideaux arrière et latéraux électriques
- Climatronic Bi-zone
- Sièges électriques chauffants/ventilé"
Mahindra KUV 100 K8,30 000 DT,28 956 km,2019,Traction,Manuelle,5 cv,Essence,Ariana,"SUV/4x4, 5 cv, transmission Traction"
Land Rover Range Rover Evoque R-Dynamic,235 000 DT,34 076 km,2021,Traction,Automatique,11 cv,Hybride,Ariana,"SUV/4x4, 11 cv, transmission Traction"
Mercedes-Benz Classe E Avantgarde,87 000 DT,189 199 km,2013,Traction,Automatique,7 cv,Diesel,Ariana,"Berline, 7 cv, transmission Traction"
Mercedes-Benz Classe C AMG,59 500 DT,180 346 km,2010,Traction,Automatique,9 cv,Essence,Ariana,"Berline, 9 cv, transmission Traction"
Mercedes-Benz GLC Coupé AMG,380 000 DT,14 000 km,2024,Traction,Automatique,15 cv,Hybride,Ariana,"SUV/4x4, 15 cv, transmission Traction"
Mercedes-Benz GLC Coupé,252 000 DT,38 654 km,2021,Traction,Automatique,12 cv,Hybride,Ariana,"SUV/4x4, 12 cv, transmission Traction"
Nissan Qashqai Tekna,145 000 DT,22 330 km,2022,Traction,Automatique,7 cv,Hybride,Ariana,"SUV/4x4, 7 cv, transmission Traction"
Mercedes-Benz EQA Edition,150 000 DT,18 646 km,2021,Traction,Automatique,6 cv,Electrique,Ariana,"SUV/4x4, 6 cv, transmission Traction"
Renault Clio Life Plus,47 000 DT,81 534 km,2020,Traction,Manuelle,4 cv,Essence,Ariana,"Berline, 4 cv, transmission Traction"
Mercedes-Benz CLA AMG Edition 1,197 000 DT,22 832 km,2023,Traction,Automatique,8 cv,Hybride,Ariana,"Coupé, 8 cv, transmission Traction"
KIA Rio 5p GT-Line,67 000 DT,66 345 km,2021,Traction,Manuelle,5 cv,Essence,Ariana,"Berline, 5 cv, transmission Traction"
Haval H6,82 000 DT,66 002 km,2020,Traction,Automatique,9 cv,Essence,Ariana,"SUV/4x4, 9 cv, transmission Traction"
Seat Ibiza Sol,51 000 DT,13 456 km,2021,Traction,Manuelle,4 cv,Essence,Ariana,"Berline, 4 cv, transmission Traction"
Mini 5 portes Pack Chili,55 000 DT,80 432 km,2015,Traction,Manuelle,5 cv,Essence,Ariana,"Berline, 5 cv, transmission Traction"
Renault Clio Life Plus,44 000 DT,93 000 km,2021,Traction,Manuelle,4 cv,Essence,Ariana,"Berline, 4 cv, transmission Traction"
Volkswagen Golf 7 Highline,65 000 DT,150 049 km,2017,Traction,Automatique,6 cv,Essence,Ariana,"Berline, 6 cv, transmission Traction"
Audi Q3 Ambiente,82 000 DT,141 132 km,2015,Traction,Automatique,8 cv,Essence,Ariana,"SUV/4x4, 8 cv, transmission Traction"
Volkswagen Golf 7 Access,77 000 DT,52 227 km,2019,Traction,Manuelle,4 cv,Essence,Ariana,"Berline, 4 cv, transmission Traction"
Great Wall Poer MT,85 000 DT,104 904 km,2021,Traction,Manuelle,11 cv,Diesel,Ariana,"Pick up, 11 cv, transmission Traction"
Smart ForTwo Passion,68 000 DT,15 353 km,2021,Traction,Automatique,4 cv,Electrique,Ariana,"Cabriolet, 4 cv, transmission Traction"
BMW Série 5,86 000 DT,153 451 km,2015,Traction,Automatique,7 cv,Diesel,Ariana,"Berline, 7 cv, transmission Traction"
Ssangyong Tivoli Confort,65 000 DT,81 751 km,2020,Traction,Manuelle,6 cv,Essence,Ariana,"SUV/4x4, 6 cv, transmission Traction"
Mercedes-Benz Classe C AMG +,149 000 DT,63 779 km,2019,Traction,Automatique,9 cv,Essence,Ariana,"Berline, 9 cv, transmission Traction"
KIA Sportage Hybride GT-Line,110 000 DT,99 591 km,2021,Traction,Automatique,7 cv,Hybride,Ariana,"SUV/4x4, 7 cv, transmission Traction"
Mercedes-Benz GLC Coupé AMG,252 000 DT,41 765 km,2021,Traction,Automatique,12 cv,Hybride,Ariana,"SUV/4x4, 12 cv, transmission Traction"
KIA Sportage Hybride GT-Line,155 000 DT,37 400 km,2023,Traction,Automatique,10 cv,Hybride,Ariana,"SUV/4x4, 10 cv, transmission Traction"
Hyundai ix35,55 000 DT,324 765 km,2013,Intégrale,Automatique,11 cv,Diesel,Ariana,"SUV/4x4, 11 cv, transmission Intégrale"
Peugeot 308 Active,53 000 DT,36 765 km,2021,Traction,Manuelle,5 cv,Essence,Ariana,"Berline, 5 cv, transmission Traction"
Mercedes-Benz Classe E AMG,240 000 DT,100 756 km,2021,Traction,Automatique,11 cv,Hybride,Ariana,"Berline, 11 cv, transmission Traction"
Nissan Juke Tekna,51 000 DT,224 654 km,2014,Traction,Manuelle,5 cv,Diesel,Ariana,"Berline, 5 cv, transmission Traction"
Mercedes-Benz GLC Coupé AMG,258 000 DT,47 000 km,2021,Traction,Automatique,12 cv,Hybride,Ariana,"SUV/4x4, 12 cv, transmission Traction"
KIA Rio 5p SX,54 000 DT,68 954 km,2019,Traction,Manuelle,5 cv,Essence,Ariana,"Berline, 5 cv, transmission Traction"
Volkswagen Golf 7 Highline,75 000 DT,26 043 km,2016,Traction,Manuelle,7 cv,Essence,Ariana,"Berline, 7 cv, transmission Traction"
Volkswagen Golf 8 Life,87 000 DT,70 001 km,2020,Traction,Manuelle,6 cv,Essence,Ariana,"Berline, 6 cv, transmission Traction"
Volkswagen Golf 7 Confortline,69 000 DT,169 452 km,2019,Traction,Automatique,6 cv,Essence,Ariana,"Berline, 6 cv, transmission Traction"
Mercedes-Benz Classe E AMG,165 000 DT,55 001 km,2019,Traction,Automatique,9 cv,Essence,Ariana,"Berline, 9 cv, transmission Traction"
Mercedes-Benz Classe C AMG +,275 000 DT,0 km,2024,Traction,Automatique,9 cv,Essence,Ariana,"Berline, 9 cv, transmission Traction"
Mercedes-Benz GLA,226 000 DT,10 730 km,2023,Traction,Automatique,8 cv,Hybride,Ariana,"SUV/4x4, 8 cv, transmission Traction"
Mercedes-Benz Classe E,375 000 DT,10 776 km,2023,Traction,Automatique,11 cv,Essence,Ariana,"Berline, 11 cv, transmission Traction"
BMW X3 Luxury Line,65 000 DT,186 000 km,2006,Traction,Automatique,13 cv,Diesel,Ariana,"SUV/4x4, 13 cv, transmission Traction"
KIA Picanto Populaire,43 000 DT,3 805 km,2021,Traction,Manuelle,4 cv,Essence,Ariana,"Berline, 4 cv, transmission Traction"
Mitsubishi Pajero LIMITED EDITION,160 000 DT,20 742 km,2023,Traction,Manuelle,11 cv,Diesel,Ariana,"SUV/4x4, 11 cv, transmission Traction"
Mercedes-Benz CLA,169 000 DT,31 235 km,2021,Traction,Automatique,8 cv,Hybride,Ariana,"Coupé, 8 cv, transmission Traction"
BMW Série 3 coupé,62 000 DT,156 000 km,2010,Traction,Automatique,9 cv,Essence,Ariana,"Coupé, 9 cv, transmission Traction"
Peugeot 308,126 000 DT,48 000 km,2023,Traction,Automatique,7 cv,Diesel,Ariana,"Berline, 7 cv, transmission Traction"
Peugeot Expert,59 000 DT,139 199 km,2019,Traction,Manuelle,6 cv,Diesel,Ariana,"Utilitaire, 6 cv, transmission Traction"
Volkswagen Golf 8 R-Line,138 000 DT,36 651 km,2022,Traction,Automatique,8 cv,Hybride,Ariana,"Berline, 8 cv, transmission Traction"
Mini Cabrio,43 000 DT,86 111 km,2010,Traction,Manuelle,7 cv,Essence,Ariana,"Cabriolet, 7 cv, transmission Traction"
KIA Picanto 1 ère main,61 000 DT,0 km,2024,Traction,Automatique,5 cv,Essence,Ariana,"Berline, 5 cv, transmission Traction"
Porsche Cayman S,240 000 DT,39 508 km,2008,Traction,Manuelle,21 cv,Essence,Ariana,"Coupé, 21 cv, transmission Traction"
Seat Ibiza,54 000 DT,99 519 km,2021,Traction,Manuelle,4 cv,Essence,Ariana,"Berline, 4 cv, transmission Traction"
Toyota Land Cruiser,119 000 DT,316 620 km,2003,Traction,Automatique,12 cv,Diesel,Ariana,"SUV/4x4, 12 cv, transmission Traction"
Mercedes-Benz GLC Coupé AMG,220 000 DT,82 415 km,2020,Traction,Automatique,10 cv,Hybride,Ariana,"Coupé, 10 cv, transmission Traction"
Mercedes-Benz Classe C,178 000 DT,30 570 km,2021,Traction,Automatique,8 cv,Essence,Ariana,"Berline, 8 cv, transmission Traction"
Volkswagen Golf 8,81 000 DT,85 181 km,2020,Traction,Manuelle,5 cv,Essence,Ariana,"Berline, 5 cv, transmission Traction"
Volkswagen Golf 7 Join,79 000 DT,86 000 km,2018,Traction,Manuelle,6 cv,Essence,Ariana,"Berline, 6 cv, transmission Traction"
Volkswagen T-roc,75 000 DT,74 107 km,2019,Traction,Manuelle,6 cv,Essence,Ariana,"Berline, 6 cv, transmission Traction"
Mercedes-Benz CLA AMG,185 000 DT,18 500 km,2023,Traction,Automatique,8 cv,Hybride,Ariana,"Berline, 8 cv, transmission Traction"
Mercedes-Benz Classe A AMG,135 000 DT,68 000 km,2018,Traction,Automatique,8 cv,Essence,Ariana,"Berline, 8 cv, transmission Traction"
BMW Série 3 Luxury,65 000 DT,112 000 km,2013,Traction,Automatique,7 cv,Essence,Ariana,"Berline, 7 cv, transmission Traction"
Audi Q5 S-line,110 000 DT,176 000 km,2015,Traction,Automatique,10 cv,Diesel,Ariana,"SUV/4x4, 10 cv, transmission Traction"
Mercedes-Benz Classe C AMG,145 000 DT,145 000 km,2019,Traction,Automatique,6 cv,Diesel,Ariana,"Berline, 6 cv, transmission Traction"
Mercedes-Benz Classe A AMG,119 000 DT,141 000 km,2019,Traction,Automatique,7 cv,Diesel,Ariana,"Berline, 7 cv, transmission Traction"
Volkswagen Tiguan R-Line,115 000 DT,145 000 km,2017,Intégrale,Automatique,9 cv,Essence,Sfax,"4×4 4motion (pas 4×2)
full options
camera 360
pack R line
siege a memoire
keyless go
etat comme ́neuf
toit panoramique
etc
26408900"
Mercedes-Benz Classe E AMG,255 000 DT,35 000 km,2022,Propulsion,Automatique,12 cv,Hybride,Sfax,"Berline, 12 cv, transmission Propulsion"
Mercedes-Benz Classe E Exclusive,135 000 DT,50 000 km,2016,Propulsion,Automatique,10 cv,Essence,Ariana,Véhicule dans tout son état d'origine.
Haval H6,76 000 DT,90 000 km,2019,Traction,Automatique,9 cv,Essence,Nabeul,"Voiture H6 Luxury très propre entretien maison Haval 4 pneus neufs
État d origine"
Jaguar XJL,285 000 DT,35 000 km,2019,Intégrale,Automatique,16 cv,Essence,Tunis,"Berline, 16 cv, transmission Intégrale, Accoudoir avant, Accoudoir arrière, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Apple Carplay, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Navigation, Palettes au volant, Sièges chauffants, Sièges massants, Sièges ventilés, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur, Volant chauffant, Instrumentation numérique"
KIA Sportage,95 000 DT,85 000 km,2020,Traction,Automatique,11 cv,Essence,Tunis,"SUV/4x4, 11 cv, transmission Traction, Accoudoir avant, Affichage tête haute, Autoradio, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Palettes au volant, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant multi-fonctions, 3 appuis têtes arrières, Volant réglable hauteur/profondeur"
Nissan Patrol,53 000 DT,480 000 km,1999,Traction,Manuelle,11 cv,Diesel,Tunis,"SUV/4x4, 11 cv, transmission Traction, Accoudoir avant, Autoradio CD, Bluetooth, Connectivité Aux, usb, iPod"
Renault Kadjar,68 000 DT,83 000 km,2018,Propulsion,Manuelle,7 cv,Essence,Tunis,"SUV/4x4, 7 cv, transmission Propulsion, Accoudoir avant, Affichage tête haute, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Boîte à gants réfrigérée, Chargeur CD, Connectivité Aux, usb, iPod, Palettes au volant, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant multi-fonctions, Volant réglable hauteur/profondeur"
Ford Mustang,190 000 DT,63 000 km,2018,Intégrale,Automatique,19 cv,Essence,Tunis,"Coupé, 19 cv, transmission Intégrale, Accoudoir avant, Affichage tête haute, Autoradio CD, Autoradio CD/Mp3, Android Auto, Bluetooth, Chargeur CD, Connectivité Aux, usb, iPod, Palettes au volant, Sièges sport, Sièges chauffants, Sièges réglables en hauteur, Sièges électriques, Vitres teintées, Volant/levier de vitesse en cuir, Volant multi-fonctions, Volant réglable hauteur/profondeur"
Porsche Cayenne,48 000 DT,190 000 km,2004,Propulsion,Automatique,19 cv,Essence,Tunis,"SUV/4x4, 19 cv, transmission Propulsion, Accoudoir avant, Autoradio CD, Autoradio CD/Mp3, Bluetooth, Connectivité Aux, usb, iPod, Volant multi-fonctions"
