Price,Mileage,Year,Transmission,Gearbox,Horsepower,Fuel Type,Location,Brand,Model,Exterior Color,Interior Color,Upholstery,Seats,Doors,Energy,Gearbox Type,Fiscal Power,Transmission Type,Engine Displacement
57 007DT,110 000km,04.2018,Traction,Manuelle,7cv,Essence,Ben Arous,BAIC YX,Kenbo S3,Gris anthracite,Noir,Similicuir,7,4,Essence,Manuelle,7cv,Traction,1498cm³
99 305DT,77 000km,08.2017,Traction,Automatique,7cv,Essence,Tunis,Audi,Q3,Blanc,N/A,N/A,N/A,N/A,Essence,Automatique,7cv,Traction,N/A
50 581DT,210 000km,05.2016,Intégrale,Manuelle,7cv,Diesel,Monastir,Peugeot,Partner,Gris argent,Noir,Similicuir,5,5,Diesel,Manuelle,7cv,Intégrale,1587cm³
134 105DT,115 000km,07.2021,Traction,Automatique,7cv,Hybride diesel,Ben Arous,Hyundai,Tucson,Noir,Noir,Alcantara,5,5,Hybride diesel,Automatique,7cv,Traction,1598cm³
104 536DT,97 000km,04.2016,Traction,Automatique,8cv,Essence,Ben Arous,Mercedes-Benz,GLA,Noir,Noir,Similicuir,5,4,Essence,Automatique,8cv,Traction,1598cm³
94 667DT,95 000km,08.2020,Traction,Automatique,9cv,Essence,Sousse,MG,HS,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1490cm³
114 177DT,43 000km,09.2022,Propulsion,Automatique,11cv,Essence,Tunis,Chery,Tiggo 8 Pro,Marron,Marron,Similicuir,7,5,Essence,Automatique,11cv,Propulsion,1600cm³
81 620DT,61 900km,12.2018,Traction,Automatique,10cv,Essence,Tunis,Honda,Civic,Gris Shark,Noir,Cuir intégral,5,5,Essence,Automatique,10cv,Traction,1500cm³
67 247DT,253 000km,07.2011,Intégrale,Manuelle,7cv,Diesel,Nabeul,Volkswagen,Amarok,Noir,Noir,Cuir partiel,5,5,Diesel,Manuelle,7cv,Intégrale,2000cm³
77 786DT,64 400km,12.2021,Traction,Manuelle,4cv,Essence,Ben Arous,Seat,Ibiza,Blanc,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,1000cm³
193 941DT,6 000km,07.2024,Traction,Automatique,8cv,Essence,Tunis,Volkswagen,Tiguan,Noir,Gris,Similicuir,5,5,Essence,Automatique,8cv,Traction,1498cm³
118 607DT,0km,07.2024,Traction,Automatique,9cv,Essence,Tunis,Chery,Tiggo 7 Pro,Blanc,Noir,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1699cm³
42 722DT,208 000km,05.2002,Traction,Automatique,7cv,Essence,Ben Arous,Mitsubishi,Lancer,Gris argent,Noir,Tissu,5,4,Essence,Automatique,7cv,Traction,1998cm³
212 859DT,96 000km,10.2016,Propulsion,Automatique,24cv,Essence,Ariana,Land Rover,Range Rover Sport,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,24cv,Propulsion,3000cm³
106 634DT,55 000km,04.2022,Traction,Automatique,6cv,Essence,Tunis,Toyota,C-HR,Noir,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1399cm³
55 711DT,182 000km,01.2007,Traction,Manuelle,11cv,Diesel,Ben Arous,Audi,A4,Noir,Gris,Cuir intégral,5,5,Diesel,Manuelle,11cv,Traction,2700cm³
376 348DT,22 000km,08.2023,Intégrale,Automatique,17cv,Essence,Tunis,Porsche,Macan,Blanc,Rouge,Cuir intégral,5,5,Essence,Automatique,17cv,Intégrale,1984cm³
174 698DT,44 000km,11.2007,Intégrale,Automatique,31cv,Essence,Ben Arous,Hummer,H2,Noir,Noir,Cuir partiel,4,4,Essence,Automatique,31cv,Intégrale,6000cm³
70 778DT,160 000km,04.2017,Traction,Automatique,6cv,Essence,Tunis,Skoda,Octavia,Noir,Marron,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1399cm³
242 843DT,103 000km,10.2021,Traction,Automatique,9cv,Hybride rechargeable diesel,Monastir,Mercedes-Benz,Classe E,Noir,Noir,Cuir intégral,5,5,Hybride rechargeable diesel,Automatique,9cv,Traction,2000cm³
88 526DT,133 000km,02.2020,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Noir,Marron,Similicuir,5,5,Essence,Automatique,9cv,Traction,1499cm³
100 688DT,34 000km,10.2019,Traction,Manuelle,5cv,Essence,Tunis,Mini,Clubman,Gris Shark,Gris,Cuir partiel,5,4,Essence,Manuelle,5cv,Traction,1500cm³
76 720DT,107 000km,03.2021,Traction,Manuelle,4cv,Essence,Ben Arous,Seat,Ibiza,Gris anthracite,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,999cm³
96 200DT,180 000km,05.2009,Traction,Automatique,15cv,Diesel,Ariana,Mercedes-Benz,ML,Noir,Beige,Cuir intégral,5,5,Diesel,Automatique,15cv,Traction,1000cm³
93 250DT,37 000km,09.2019,Traction,Automatique,7cv,Essence,Tunis,Alfa Romeo,Giulietta,Noir,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1399cm³
88 364DT,129 000km,12.2019,Traction,Automatique,9cv,Essence,Tunis,Haval,H6,Blanc,Beige,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1499cm³
112 780DT,90 500km,09.2020,Intégrale,Manuelle,7cv,Essence,Jendouba,Volkswagen,Golf 8,Noir,Noir,Tissu,5,5,Essence,Manuelle,7cv,Intégrale,1498cm³
70 574DT,82 200km,03.2021,Traction,Manuelle,4cv,Hybride essence,Sousse,Fiat,500,Gris anthracite,Beige,Cuir intégral,5,2,Hybride essence,Manuelle,4cv,Traction,1000cm³
371 358DT,40 000km,09.2017,Intégrale,Automatique,26cv,Essence,Sousse,Mercedes-Benz,GLE Coupé,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,26cv,Intégrale,2996cm³
161 256DT,127 187km,12.2020,Traction,Manuelle,8cv,Diesel,Sfax,Toyota,Hilux Simple Cabine,Blanc,Noir,Tissu,5,4,Diesel,Manuelle,8cv,Traction,2393cm³
350 217DT,3 000km,08.2024,Intégrale,Automatique,12cv,Diesel,Tunis,Ford,Ranger Raptor,Noir,Noir,Cuir intégral,5,4,Diesel,Automatique,12cv,Intégrale,2000cm³
64 962DT,59 000km,07.2022,Traction,Manuelle,6cv,Diesel,Nabeul,Renault,Express Van,Blanc,Noir,Cuir partiel,2,5,Diesel,Manuelle,6cv,Traction,1500cm³
145 014DT,125 000km,02.2016,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe C coupé,Noir,Autre,Cuir intégral,4,2,Essence,Automatique,9cv,Traction,1599cm³
230 658DT,6 000km,03.2024,Traction,Automatique,8cv,Hybride rechargeable essence,Ariana,Mercedes-Benz,CLA,Noir,Autre,Alcantara,5,5,Hybride rechargeable essence,Automatique,8cv,Traction,1332cm³
70 071DT,27 000km,11.2022,Traction,Automatique,5cv,Essence,Tunis,KIA,Picanto,Noir,Noir,Cuir partiel,5,5,Essence,Automatique,5cv,Traction,1200cm³
64 181DT,148 000km,10.2020,Traction,Manuelle,5cv,Diesel,Nabeul,Peugeot,Partner,Blanc,Noir,Tissu,2,2,Diesel,Manuelle,5cv,Traction,1499cm³
142 750DT,31 000km,08.2022,Traction,Automatique,10cv,Essence,Tunis,KIA,Sportage,Noir,Noir,Cuir partiel,5,5,Essence,Automatique,10cv,Traction,1598cm³
62 118DT,130 000km,12.2020,Traction,Manuelle,5cv,Diesel,Ariana,Peugeot,Partner,Blanc,Gris,Tissu,2,5,Diesel,Manuelle,5cv,Traction,1560cm³
171 631DT,150 000km,12.2019,Propulsion,Automatique,8cv,Diesel,Ariana,Land Rover,Range Rover Evoque,Blanc,Noir,Similicuir,5,4,Diesel,Automatique,8cv,Propulsion,1999cm³
348 471DT,60 000km,02.2019,Traction,Automatique,10cv,Diesel,Sfax,Land Rover,Range Rover Velar,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,10cv,Traction,1999cm³
63 922DT,27 000km,11.2022,Traction,Automatique,5cv,Essence,Tunis,KIA,Picanto,Noir,Noir,Cuir partiel,5,5,Essence,Automatique,5cv,Traction,1200cm³
44 933DT,207 000km,10.2011,Traction,Manuelle,6cv,Essence,Tunis,Ford,Focus,Gris argent,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,cm³
407 106DT,71 000km,10.2020,Intégrale,Automatique,23cv,Essence,Tunis,Porsche,Cayenne Coupé,Bleu,Marron,Cuir intégral,5,4,Essence,Automatique,23cv,Intégrale,3000cm³
76 983DT,87 000km,12.2020,Traction,Manuelle,5cv,Essence,Monastir,KIA,Rio 5p,Autre,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,cm³
167 630DT,39 000km,06.2022,Intégrale,Automatique,10cv,Essence,Tunis,KIA,Sportage,Noir,Noir,Cuir intégral,5,4,Essence,Automatique,10cv,Intégrale,1600cm³
74 492DT,85 000km,12.2016,Propulsion,Manuelle,9cv,Essence,Tunis,Ford,Fusion,Gris argent,Noir,Cuir intégral,5,5,Essence,Manuelle,9cv,Propulsion,1500cm³
51 128DT,417 000km,06.1991,Traction,Manuelle,17cv,Diesel,Ben Arous,Nissan,Patrol,Gris argent,Noir,Tissu,5,4,Diesel,Manuelle,17cv,Traction,4198cm³
49 434DT,310 000km,12.2011,Propulsion,Automatique,6cv,Diesel,Ariana,Volkswagen,Golf 6,Noir,Noir,Tissu,5,4,Diesel,Automatique,6cv,Propulsion,1600cm³
63 811DT,57 000km,07.2019,Traction,Manuelle,4cv,Essence,Ariana,Fiat,500,Blanc,Noir,Tissu,4,2,Essence,Manuelle,4cv,Traction,1198cm³
310 003DT,40 000km,05.2021,Traction,Automatique,11cv,Diesel,Tunis,Audi,Q5,Blanc,Noir,Cuir intégral,5,5,Diesel,Automatique,11cv,Traction,2000cm³
60 932DT,134 000km,05.2021,Traction,Manuelle,4cv,Essence,Tunis,Seat,Ibiza,Blanc,Noir,Tissu,5,5,Essence,Manuelle,4cv,Traction,999cm³
107 429DT,60 000km,02.2018,Traction,Automatique,7cv,Essence,Tunis,Volkswagen,Tiguan,Blanc,Noir,Tissu,5,5,Essence,Automatique,7cv,Traction,1599cm³
168 430DT,82 809km,03.2016,Intégrale,Automatique,10cv,Diesel,Sfax,Land Rover,Range Rover Evoque,Noir,Noir,Cuir intégral,5,4,Diesel,Automatique,10cv,Intégrale,1999cm³
52 784DT,154 000km,10.2010,Traction,Automatique,9cv,Essence,Tunis,Volkswagen,Scirocco,Gris argent,Noir,Tissu,4,2,Essence,Automatique,9cv,Traction,1400cm³
76 789DT,350 000km,04.2009,Traction,Automatique,8cv,Diesel,Tunis,Mercedes-Benz,Classe C,Gris Shark,Noir,Cuir partiel,5,5,Diesel,Automatique,8cv,Traction,899cm³
133 838DT,140 000km,09.2017,Traction,Automatique,9cv,Diesel,Tunis,Jaguar,XE,Noir,Beige,Cuir intégral,5,5,Diesel,Automatique,9cv,Traction,2000cm³
85 925DT,201 000km,12.2014,Traction,Automatique,7cv,Essence,Ben Arous,BMW,Série 3,Noir,Beige,Similicuir,5,4,Essence,Automatique,7cv,Traction,1598cm³
103 781DT,178 000km,06.2016,Traction,Automatique,8cv,Essence,Sfax,Mercedes-Benz,GLA,Blanc,Noir,Cuir partiel,5,5,Essence,Automatique,8cv,Traction,cm³
47 338DT,151 000km,10.2009,Traction,Automatique,12cv,Essence,Tunis,Volkswagen,Passat CC,Noir,Noir,Cuir intégral,4,4,Essence,Automatique,12cv,Traction,2000cm³
101 039DT,51 000km,11.2020,Traction,Automatique,9cv,Essence,Monastir,Haval,H6,Blanc,Marron,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1499cm³
96 395DT,137 000km,07.2012,Intégrale,Automatique,15cv,Essence,Tunis,Land Rover,Range Rover Evoque,Blanc,Noir,Similicuir,5,5,Essence,Automatique,15cv,Intégrale,2000cm³
42 225DT,174 000km,08.2010,Traction,Manuelle,6cv,Essence,Sfax,KIA,Rio Berline,Autre,Beige,Tissu,5,4,Essence,Manuelle,6cv,Traction,1399cm³
64 107DT,80 000km,10.2018,Traction,Manuelle,5cv,Essence,Ariana,KIA,Rio 5p,Gris Shark,Noir,Tissu,5,4,Essence,Manuelle,5cv,Traction,1200cm³
88 606DT,186 000km,09.2018,Traction,Automatique,8cv,Essence,Tunis,Audi,A4,Noir,Gris,Tissu,5,4,Essence,Automatique,8cv,Traction,1398cm³
72 743DT,119 000km,06.2020,Traction,Manuelle,7cv,Essence,Sousse,MG,ZS,Rouge,Noir,Similicuir,5,4,Essence,Manuelle,7cv,Traction,1498cm³
80 201DT,53 000km,12.2020,Traction,Manuelle,5cv,Essence,Tunis,KIA,Rio 5p,Bleu,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1248cm³
63 564DT,70 000km,09.2020,Intégrale,Manuelle,6cv,Essence,Sousse,MG,3,Noir,Noir,Similicuir,5,5,Essence,Manuelle,6cv,Intégrale,1500cm³
68 013DT,287 000km,02.2014,Traction,Manuelle,6cv,Diesel,Nabeul,Audi,A3,Rouge,Noir,Cuir intégral,5,5,Diesel,Manuelle,6cv,Traction,1598cm³
61 298DT,63 000km,11.2020,Traction,Manuelle,6cv,Essence,Sousse,Peugeot,308,Gris anthracite,Gris,Tissu,5,5,Essence,Manuelle,6cv,Traction,1200cm³
111 958DT,6 000km,06.2024,Traction,Automatique,6cv,Essence,Tunis,Nissan,Juke,Noir,Noir,Cuir intégral,5,5,Essence,Automatique,6cv,Traction,1000cm³
88 963DT,96 000km,10.2018,Traction,Automatique,6cv,Essence,Ben Arous,Suzuki,Vitara,Orange,Noir,Alcantara,5,4,Essence,Automatique,6cv,Traction,1598cm³
67 616DT,161 625km,05.2013,Traction,Automatique,7cv,Diesel,Sfax,Audi,A3 Sportback,Gris argent,Noir,Tissu,5,4,Diesel,Automatique,7cv,Traction,1999cm³
206 948DT,50 000km,08.2019,Traction,Automatique,9cv,Diesel,Tunis,Land Rover,Range Rover Evoque,Blanc,Noir,Cuir intégral,5,5,Diesel,Automatique,9cv,Traction,2000cm³
95 158DT,163 000km,07.2009,Traction,Automatique,11cv,Diesel,Sfax,Mercedes-Benz,Classe E,Blanc,Noir,Cuir intégral,5,4,Diesel,Automatique,11cv,Traction,2143cm³
77 950DT,219 180km,01.2010,Propulsion,Automatique,11cv,Essence,Sousse,Mercedes-Benz,Classe E,Noir,Noir,Cuir intégral,5,4,Essence,Automatique,11cv,Propulsion,1796cm³
128 840DT,32 000km,10.2020,Traction,Automatique,7cv,Hybride essence,Tunis,Ford,Mondeo,Noir,Noir,Cuir intégral,5,5,Hybride essence,Automatique,7cv,Traction,1599cm³
69 744DT,168 000km,06.2014,Traction,Automatique,7cv,Essence,Sousse,Volkswagen,Passat,Noir,Marron,Cuir intégral,5,4,Essence,Automatique,7cv,Traction,1600cm³
55 482DT,122 000km,09.2018,Traction,Automatique,6cv,Essence,Ben Arous,DS,3,Rouge,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1199cm³
52 820DT,135 000km,05.2015,Traction,Automatique,7cv,Essence,Ben Arous,Skoda,Octavia,Noir,Noir,Tissu,5,4,Essence,Automatique,7cv,Traction,1398cm³
153 495DT,170 000km,03.2017,Traction,Automatique,8cv,Diesel,Mahdia,Land Rover,Range Rover Evoque,Noir,Beige,Alcantara,5,4,Diesel,Automatique,8cv,Traction,1999cm³
101 169DT,106 000km,03.2020,Traction,Automatique,6cv,Essence,Tunis,Toyota,C-HR,Blanc,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1200cm³
71 829DT,46 000km,09.2020,Traction,Manuelle,5cv,Essence,Tunis,Renault,Clio,Rouge,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1000cm³
205 633DT,20 000km,06.2023,Traction,Automatique,7cv,Essence,Tunis,Mercedes-Benz,GLA,Noir,Noir,Alcantara,5,4,Essence,Automatique,7cv,Traction,1498cm³
178 968DT,27 000km,01.2022,Traction,Automatique,8cv,Essence,Tunis,Mercedes-Benz,Classe C,Noir,Beige,Cuir intégral,5,5,Essence,Automatique,8cv,Traction,1599cm³
128 098DT,278 000km,01.2015,Propulsion,Automatique,10cv,Diesel,Ben Arous,Audi,Q5,Blanc,Noir,Cuir partiel,5,4,Diesel,Automatique,10cv,Propulsion,2000cm³
85 999DT,141 000km,02.2018,Traction,Automatique,7cv,Essence,Tunis,Renault,Kadjar,Bleu,Noir,Similicuir,5,5,Essence,Automatique,7cv,Traction,1197cm³
124 685DT,172 000km,12.2018,Traction,Automatique,8cv,Essence,Ariana,Mercedes-Benz,Classe C,Noir,Noir,Similicuir,5,4,Essence,Automatique,8cv,Traction,1598cm³
78 365DT,67 700km,05.2019,Traction,Automatique,7cv,Essence,Tunis,MG,ZS,Rouge,Autre,Similicuir,5,5,Essence,Automatique,7cv,Traction,1500cm³
111 398DT,83 000km,09.2021,Traction,Manuelle,7cv,Diesel,Jendouba,Peugeot,3008,Gris argent,Gris,Tissu,5,5,Diesel,Manuelle,7cv,Traction,1493cm³
47 877DT,171 500km,04.2010,Intégrale,Automatique,20cv,Essence,Nabeul,Mazda,CX-9,Gris argent,Noir,Cuir intégral,7,5,Essence,Automatique,20cv,Intégrale,3700cm³
97 114DT,35 000km,07.2021,Traction,Automatique,9cv,Essence,Tunis,Haval,Jolion,Bleu,Beige,Cuir intégral,5,5,Essence,Automatique,9cv,Traction,1497cm³
216 345DT,68 000km,08.2020,Traction,Automatique,8cv,Diesel,Tunis,Mercedes-Benz,Classe X,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,8cv,Traction,2000cm³
110 187DT,80 000km,01.2022,Traction,Automatique,11cv,Essence,Tunis,Chery,Tiggo 8 Pro,Bleu,Marron,Cuir intégral,5,5,Essence,Automatique,11cv,Traction,1599cm³
62 116DT,173 000km,03.2016,Intégrale,Automatique,7cv,Diesel,Ariana,Ssangyong,Tivoli,Noir,Beige,Cuir intégral,5,5,Diesel,Automatique,7cv,Intégrale,1600cm³
399 554DT,6 000km,07.2024,Intégrale,Automatique,11cv,Essence,Ariana,Mercedes-Benz,GLC Coupé,Blanc,Marron,Cuir intégral,5,4,Essence,Automatique,11cv,Intégrale,2000cm³
33 521DT,247 000km,01.2011,Traction,Manuelle,5cv,Essence,Tunis,Fiat,Grande Punto,Bleu,Autre,Similicuir,5,4,Essence,Manuelle,5cv,Traction,1368cm³
202 158DT,600km,09.2024,Traction,Automatique,8cv,Essence,Tunis,BMW,X2,Blanc,Marron,Similicuir,5,4,Essence,Automatique,8cv,Traction,1499cm³
410 060DT,16 000km,08.2021,Traction,Automatique,23cv,Essence,Tunis,Audi,Q8,Bleu,Gris,Cuir intégral,5,5,Essence,Automatique,23cv,Traction,3000cm³
61 757DT,150 000km,05.2021,Traction,Manuelle,5cv,Essence,Tunis,Volkswagen,Polo Sedan,Noir,Noir,Similicuir,5,5,Essence,Manuelle,5cv,Traction,1400cm³
358 348DT,90 000km,03.2020,Traction,Automatique,18cv,Hybride diesel,Ariana,Audi,Q7,Noir,Noir,Cuir partiel,7,5,Hybride diesel,Automatique,18cv,Traction,2967cm³
92 170DT,98 000km,08.2014,Traction,Automatique,14cv,Essence,Nabeul,Audi,Q5,Gris argent,Beige,Cuir intégral,5,4,Essence,Automatique,14cv,Traction,cm³
55 572DT,121 000km,07.2020,Traction,Manuelle,4cv,Essence,Tunis,Ford,Fiesta,Orange,Noir,Alcantara,5,4,Essence,Manuelle,4cv,Traction,1099cm³
175 076DT,72 000km,05.2021,Traction,Automatique,8cv,Hybride rechargeable essence,Nabeul,Mercedes-Benz,CLA,Gris Shark,Noir,Alcantara,5,5,Hybride rechargeable essence,Automatique,8cv,Traction,1598cm³
95 823DT,240 000km,07.2013,Traction,Automatique,9cv,Diesel,Tunis,Mercedes-Benz,CLA,Noir,Noir,Cuir intégral,5,5,Diesel,Automatique,9cv,Traction,2143cm³
153 432DT,40 000km,05.2023,Traction,Automatique,9cv,Essence,Gabès,KIA,XCeed,Noir,Noir,Similicuir,5,5,Essence,Automatique,9cv,Traction,1500cm³
50 335DT,481 000km,05.1991,Traction,Manuelle,11cv,Diesel,Ben Arous,Nissan,Patrol,Noir,Marron,Similicuir,4,2,Diesel,Manuelle,11cv,Traction,2798cm³
74 423DT,67 800km,04.2022,Traction,Manuelle,5cv,Essence,Tunis,KIA,Rio 5p,Gris argent,Noir,Similicuir,5,4,Essence,Manuelle,5cv,Traction,1197cm³
36 844DT,200 000km,07.2013,Traction,Manuelle,4cv,Essence,Tunis,Fiat,Grande Punto,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,1242cm³
81 854DT,48 000km,12.2022,Traction,Manuelle,7cv,Essence,Tunis,Ford,Ecosport,Gris anthracite,Noir,Tissu,5,4,Essence,Manuelle,7cv,Traction,999cm³
307 764DT,36 000km,04.2022,Intégrale,Automatique,11cv,Hybride rechargeable diesel,Tunis,Mercedes-Benz,GLC Coupé,Gris anthracite,Noir,Cuir intégral,5,5,Hybride rechargeable diesel,Automatique,11cv,Intégrale,1998cm³
64 739DT,12 000km,03.2024,Traction,Manuelle,6cv,Essence,Ben Arous,MG,3,Noir,Noir,Tissu,5,4,Essence,Manuelle,6cv,Traction,1498cm³
83 599DT,123 000km,01.2022,Traction,Manuelle,7cv,Diesel,Ben Arous,Citroën,Jumpy Fourgon,Blanc,Noir,Tissu,3,3,Diesel,Manuelle,7cv,Traction,1998cm³
74 862DT,232 000km,10.2006,Traction,Automatique,16cv,Diesel,Médenine,Audi,Q7,Gris anthracite,Noir,Cuir intégral,7,4,Diesel,Automatique,16cv,Traction,2967cm³
81 509DT,97 000km,09.2018,Traction,Automatique,6cv,Essence,Ariana,Nissan,Qashqai,Blanc,Noir,Tissu,5,5,Essence,Automatique,6cv,Traction,1200cm³
305 120DT,64 000km,07.2019,Traction,Automatique,10cv,Diesel,Kairouan,Land Rover,Range Rover Velar,Gris Shark,Beige,Cuir intégral,5,5,Diesel,Automatique,10cv,Traction,1999cm³
142 600DT,180 000km,01.2020,Propulsion,Automatique,8cv,Essence,Tunis,Mercedes-Benz,Classe C,Noir,Noir,Similicuir,5,5,Essence,Automatique,8cv,Propulsion,1600cm³
161 498DT,115 000km,03.2020,Intégrale,Automatique,8cv,Diesel,Ariana,Mercedes-Benz,Classe C,Gris Shark,Noir,Cuir partiel,5,4,Diesel,Automatique,8cv,Intégrale,1600cm³
113 695DT,140 000km,11.2020,Traction,Automatique,7cv,Hybride diesel,Tunis,KIA,Sportage Hybride,Blanc,Beige,Cuir intégral,5,5,Hybride diesel,Automatique,7cv,Traction,1599cm³
57 724DT,200 000km,12.2015,Traction,Manuelle,6cv,Essence,Tunis,Ford,Focus,Blanc,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1000cm³
74 727DT,1 000km,05.1988,Traction,Manuelle,10cv,Diesel,Tunis,Toyota,Land Cruiser,Noir,Noir,Tissu,5,2,Diesel,Manuelle,10cv,Traction,2897cm³
74 800DT,156 000km,02.2010,Traction,Automatique,9cv,Essence,Ariana,BMW,Série 3 coupé,Noir,Beige,Cuir intégral,4,2,Essence,Automatique,9cv,Traction,2000cm³
42 783DT,230 000km,10.2014,Traction,Manuelle,4cv,Essence,Ariana,Hyundai,i20,Gris argent,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,cm³
135 820DT,140 000km,09.2017,Traction,Automatique,9cv,Diesel,Tunis,Jaguar,XE,Noir,Beige,Cuir intégral,5,5,Diesel,Automatique,9cv,Traction,2000cm³
234 652DT,41 000km,08.2023,Propulsion,Automatique,9cv,Hybride essence,Tunis,Mercedes-Benz,Classe C,Noir,Noir,Similicuir,5,5,Hybride essence,Automatique,9cv,Propulsion,1500cm³
95 992DT,240 000km,05.2010,Traction,Automatique,17cv,Diesel,Sousse,KIA,Mohave,Bleu,Beige,Cuir intégral,7,4,Diesel,Automatique,17cv,Traction,2959cm³
52 027DT,250 000km,02.2010,Traction,Manuelle,5cv,Diesel,Nabeul,Volkswagen,Golf 6,Gris argent,Gris,Alcantara,5,5,Diesel,Manuelle,5cv,Traction,1598cm³
75 551DT,112 000km,10.2018,Intégrale,Manuelle,7cv,Essence,Ben Arous,Ford,Ecosport,Gris Shark,Gris,Tissu,5,5,Essence,Manuelle,7cv,Intégrale,998cm³
54 099DT,123 500km,01.2017,Traction,Manuelle,4cv,Essence,Ariana,Volkswagen,Polo Populaire,Gris argent,Gris,Tissu,5,4,Essence,Manuelle,4cv,Traction,1500cm³
81 748DT,36 000km,08.2020,Traction,Manuelle,9cv,Diesel,Monastir,Foton,AUMARK TX 3511,Blanc,Gris,Tissu,2,2,Diesel,Manuelle,9cv,Traction,2880cm³
67 783DT,152 000km,07.2015,Traction,Manuelle,7cv,Essence,Tunis,Volkswagen,Passat,Noir,Noir,Tissu,5,4,Essence,Manuelle,7cv,Traction,899cm³
65 402DT,46 000km,09.2020,Traction,Manuelle,5cv,Essence,Tunis,Renault,Clio,Rouge,Noir,Tissu,5,5,Essence,Manuelle,5cv,Traction,1000cm³
85 145DT,200 000km,11.1989,Traction,Manuelle,8cv,Essence,Ben Arous,Jeep,Wrangler,Noir,Marron,Cuir intégral,5,3,Essence,Manuelle,8cv,Traction,4200cm³
200 593DT,91 000km,07.2021,Traction,Automatique,9cv,Essence,Tunis,Mercedes-Benz,GLA,Blanc,Autre,Cuir partiel,5,5,Essence,Automatique,9cv,Traction,1332cm³
124 526DT,12 000km,01.2022,Traction,Manuelle,8cv,Hybride essence,Tunis,Volkswagen,Golf 8,Blanc,Noir,Cuir intégral,5,4,Hybride essence,Manuelle,8cv,Traction,1499cm³
139 173DT,130 000km,08.2017,Traction,Automatique,8cv,Diesel,Tunis,Land Rover,Discovery,Noir,N/A,N/A,N/A,N/A,Diesel,Automatique,8cv,Traction,N/A
266 050DT,15 000km,02.2022,Propulsion,Automatique,9cv,Essence,Tunis,Mercedes-Benz,Classe E,Blanc,Noir,Similicuir,5,5,Essence,Automatique,9cv,Propulsion,1499cm³
68 611DT,114 000km,08.2019,Traction,Automatique,6cv,Essence,Tunis,KIA,Rio Berline,Noir,Noir,Tissu,5,4,Essence,Automatique,6cv,Traction,1400cm³
157 604DT,170 000km,05.2015,Intégrale,Automatique,13cv,Diesel,Ariana,BMW,X5,Noir,Marron,Cuir intégral,5,5,Diesel,Automatique,13cv,Intégrale,2000cm³
130 995DT,185 000km,01.2012,Intégrale,Automatique,15cv,Diesel,Tunis,BMW,X6,Gris Shark,Gris,Cuir intégral,4,5,Diesel,Automatique,15cv,Intégrale,3000cm³
108 204DT,34 000km,06.2022,Traction,Automatique,7cv,Essence,Tunis,Peugeot,2008,Gris Shark,Gris,Tissu,5,5,Essence,Automatique,7cv,Traction,1399cm³
64 267DT,191 000km,04.2015,Traction,Manuelle,5cv,Essence,Ben Arous,Volkswagen,Golf 7,Gris argent,Noir,Similicuir,5,4,Essence,Manuelle,5cv,Traction,1198cm³
86 982DT,34 000km,01.2020,Traction,Manuelle,6cv,Essence,Tunis,Dacia,Duster,Gris Shark,Noir,Tissu,5,5,Essence,Manuelle,6cv,Traction,1598cm³
56 582DT,69 000km,12.2017,Traction,Manuelle,4cv,Essence,Tunis,Toyota,Yaris,Rouge,Noir,Tissu,5,4,Essence,Manuelle,4cv,Traction,cm³
90 492DT,79 800km,02.2021,Traction,Automatique,7cv,Essence,Tunis,Peugeot,2008,Orange,Noir,Tissu,5,4,Essence,Automatique,7cv,Traction,1200cm³
234 245DT,70 000km,07.2020,Traction,Automatique,8cv,Diesel,Tunis,BMW,X3,Bleu,Noir,Cuir intégral,5,5,Diesel,Automatique,8cv,Traction,1995cm³
67 597DT,234 000km,04.2012,Intégrale,Automatique,11cv,Diesel,Tunis,KIA,Sportage,Blanc,Noir,Cuir intégral,5,5,Diesel,Automatique,11cv,Intégrale,cm³
